	file_name	precision	recall	thresholds	average_precision
18	aminoacyl_trna_biosy_train_1565.csv	"[9.10413347e-04 9.10422357e-04 9.10426862e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.0326087  0.02173913 0.        ]	"[1.1731647e-04 1.3245876e-04 2.3881068e-04 ... 9.9999928e-01 9.9999964e-01
 9.9999988e-01]"	0.3169786955088131
19	aminoacyl_trna_biosy_train_3815.csv	"[8.80752103e-04 8.75808391e-04 8.70864630e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         0.99438202 0.98876404 ... 0.03932584 0.01123596 0.        ]	"[2.6313088e-05 1.3245876e-04 7.5435464e-04 ... 9.9999917e-01 9.9999988e-01
 1.0000000e+00]"	0.1654631585405598
20	aminoacyl_trna_biosy_train_3887.csv	"[8.60976961e-04 8.41201037e-04 8.41209362e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         0.97701149 0.97701149 ... 0.03448276 0.02298851 0.        ]	"[4.7291614e-05 9.5048046e-05 1.3245876e-04 ... 9.9999821e-01 9.9999976e-01
 1.0000000e+00]"	0.10273609584838904
21	aminoacyl_trna_biosy_train_4856.csv	"[8.80752103e-04 8.75808391e-04 8.75817058e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         0.99438202 0.99438202 ... 0.02808989 0.01685393 0.        ]	"[6.0549926e-05 1.0559698e-04 1.3245876e-04 ... 9.9999940e-01 9.9999976e-01
 1.0000000e+00]"	0.1632272070425173
22	aminoacyl_trna_biosy_train_5281.csv	"[8.80752103e-04 8.75808391e-04 8.75812725e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         0.99438202 0.99438202 ... 0.0505618  0.02247191 0.        ]	"[2.7428157e-05 1.1585051e-03 2.6174060e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.16987411086967158
23	aminoacyl_trna_biosy_train_7666.csv	"[8.85695766e-04 8.85700148e-04 8.85704531e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.03351955 0.01675978 0.        ]	[0.00146242 0.00186946 0.00206231 ... 0.9999988  0.99999976 0.9999999 ]	0.2941702927810293
24	aminoacyl_trna_biosy_train_9784.csv	"[8.56033054e-04 8.46145092e-04 8.46153466e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         0.98843931 0.98843931 ... 0.04624277 0.02312139 0.        ]	"[3.3953929e-05 1.1731647e-04 1.3245876e-04 ... 9.9999809e-01 9.9999976e-01
 1.0000000e+00]"	0.08917171561325665
25	beta_alanine_metabol_train_2559.csv	"[8.70860321e-04 8.70864630e-04 8.70868939e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.02840909 0.02272727 0.        ]	"[1.5739019e-05 3.2487416e-05 9.7360571e-05 ... 9.9999571e-01 9.9999893e-01
 9.9999988e-01]"	0.14026670983040532
26	amino_sugar_and_nucl_train_1225.csv	[0.00120736 0.00119747 0.00118759 ... 1.         1.         1.        ]	[1.         0.99180328 0.98360656 ... 0.0204918  0.00819672 0.        ]	"[2.8321529e-05 6.9031594e-05 9.1406619e-05 ... 9.9999261e-01 9.9999988e-01
 1.0000000e+00]"	0.08023314896197796
27	amino_sugar_and_nucl_train_1494.csv	[0.00121724 0.00121725 0.00121726 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.0203252  0.00813008 0.        ]	[0.00197099 0.00205127 0.00207026 ... 0.9999969  0.99999726 0.9999975 ]	0.08521950051630708
28	amino_sugar_and_nucl_train_1699.csv	[0.00133584 0.00133585 0.00133585 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.05185185 0.02962963 0.        ]	"[4.4826732e-04 1.6096759e-03 1.7267788e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.2814824434731966
29	amino_sugar_and_nucl_train_1703.csv	[0.00122219 0.00122219 0.0012222  ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.02834008 0.02024291 0.        ]	[0.00224638 0.0023594  0.00278311 ... 0.9999981  0.9999982  0.99999976]	0.10391513047873834
30	amino_sugar_and_nucl_train_1775.csv	[0.00124195 0.00124196 0.00124197 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.03585657 0.01992032 0.        ]	"[2.1396606e-04 9.6612354e-04 1.4068339e-03 ... 9.9999952e-01 9.9999964e-01
 1.0000000e+00]"	0.14375126034860408
31	amino_sugar_and_nucl_train_2444.csv	[0.00121724 0.00121725 0.00121726 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.0203252  0.01219512 0.        ]	"[3.9926003e-05 1.3033682e-04 1.3245876e-04 ... 9.9999392e-01 9.9999952e-01
 1.0000000e+00]"	0.0816352013636518
32	amino_sugar_and_nucl_train_3796.csv	[0.00125678 0.00125678 0.0012568  ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.01181102 0.00393701 0.        ]	"[3.8257524e-05 1.2211589e-04 1.3245876e-04 ... 9.9999893e-01 9.9999905e-01
 9.9999917e-01]"	0.14322624335965695
33	amino_sugar_and_nucl_train_5376.csv	[0.0012469  0.00123701 0.00122713 ... 1.         1.         1.        ]	[1.         0.99206349 0.98412698 ... 0.02777778 0.01190476 0.        ]	"[7.0493377e-05 1.3095110e-04 2.1396606e-04 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.14645355128834556
34	amino_sugar_and_nucl_train_6644.csv	[0.00121724 0.00121725 0.00121726 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.0203252  0.00813008 0.        ]	[0.00194396 0.00202314 0.00204187 ... 0.9999982  0.99999833 0.9999995 ]	0.09224844338781087
35	amino_sugar_and_nucl_train_9691.csv	[0.00128643 0.00128643 0.00128644 ... 0.81818182 0.6        1.        ]	[1.         1.         1.         ... 0.03461538 0.01153846 0.        ]	"[4.9430702e-05 1.6669187e-04 6.9885910e-04 ... 9.9999964e-01 9.9999976e-01
 9.9999988e-01]"	0.18559856486798576
36	arachidonic_acid_met_train_1279.csv	[0.00341402 0.00341405 0.00341407 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.0173913  0.00724638 0.        ]	"[6.0425678e-05 6.2643914e-05 6.5852459e-05 ... 9.9999845e-01 9.9999988e-01
 1.0000000e+00]"	0.15127070717278623
37	arachidonic_acid_met_train_1685.csv	[0.00339429 0.00339433 0.00339434 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.01166181 0.00145773 0.        ]	"[6.0425678e-05 6.2643914e-05 6.5852459e-05 ... 9.9999845e-01 9.9999857e-01
 9.9999869e-01]"	0.10128354128640708
38	arachidonic_acid_met_train_2867.csv	[0.00334498 0.00334005 0.00333511 ... 1.         1.         1.        ]	[1.         0.99852071 0.99704142 ... 0.01183432 0.01035503 0.        ]	"[6.6745345e-04 2.7316315e-03 3.0466935e-03 ... 9.9883121e-01 9.9999988e-01
 1.0000000e+00]"	0.2426885760786693
39	arachidonic_acid_met_train_2983.csv	[0.00339922 0.00339924 0.00339926 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.01601164 0.01310044 0.        ]	[0.00226735 0.00239653 0.00248885 ... 0.9999988  0.9999989  1.        ]	0.12560154442253924
40	arachidonic_acid_met_train_3457.csv	[0.00398075 0.00398077 0.00397585 ... 0.99166667 0.98275862 1.        ]	[1.         1.         0.99875776 ... 0.29565217 0.14161491 0.        ]	[0.00191641 0.0020936  0.00215193 ... 0.99999976 0.9999999  1.        ]	0.59397707998233
41	arachidonic_acid_met_train_4290.csv	[0.00366543 0.0036605  0.00365557 ... 1.         1.         1.        ]	[1.         0.99865047 0.99730094 ... 0.06747638 0.05802969 0.        ]	"[1.6672922e-04 8.0091855e-04 2.4782526e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.4194028416121082
42	arachidonic_acid_met_train_5322.csv	[0.00360136 0.00360138 0.00360139 ... 0.95555556 1.         1.        ]	[1.         1.         1.         ... 0.05906593 0.03021978 0.        ]	[0.00226735 0.00239653 0.00280479 ... 0.99999976 0.9999999  1.        ]	0.378854963895756
43	arachidonic_acid_met_train_6149.csv	[0.00340415 0.00340417 0.00340419 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.02034884 0.01889535 0.        ]	[0.00191641 0.00220324 0.00264747 ... 0.9999988  0.9999989  0.9999999 ]	0.15154092366777813
44	arachidonic_acid_met_train_8539.csv	[0.00341402 0.00341405 0.00341407 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.01304348 0.0057971  0.        ]	"[6.0425678e-05 6.2643914e-05 6.5852459e-05 ... 9.9999869e-01 9.9999976e-01
 1.0000000e+00]"	0.14396976936241423
45	arginine_and_proline_train_1159.csv	[0.00353696 0.00353699 0.00353706 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.03636364 0.00979021 0.        ]	"[5.8127014e-05 1.4872008e-03 1.6017740e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.2579898074261211
46	arginine_and_proline_train_1355.csv	[0.00345808 0.0034581  0.00345814 ... 0.90909091 0.5        1.        ]	[1.         1.         1.         ... 0.0286123  0.00286123 0.        ]	"[1.5739019e-05 2.2921999e-05 3.2487416e-05 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.2054647573161602
47	arginine_and_proline_train_1599.csv	[0.00351231 0.00351235 0.00351237 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.09295775 0.07464789 0.        ]	"[1.4876966e-05 7.6457066e-04 2.0114523e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.2740753458642155
48	arginine_and_proline_train_2834.csv	[0.0033644  0.00336444 0.00336445 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.025      0.00441176 0.        ]	"[1.7742677e-05 4.4678345e-05 4.0887098e-04 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.14692948797228295
49	arginine_and_proline_train_4399.csv	[0.00343343 0.00343347 0.00343348 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.08645533 0.07060519 0.        ]	"[1.5231296e-05 6.3850566e-05 1.1600704e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.21583909839178006
50	arginine_and_proline_train_4664.csv	[0.00331509 0.00331016 0.00331018 ... 1.         1.         1.        ]	[1.         0.99850746 0.99850746 ... 0.01044776 0.00597015 0.        ]	"[3.2234521e-04 1.6513192e-03 2.0948749e-03 ... 9.9999964e-01 9.9999976e-01
 1.0000000e+00]"	0.11397178203029523
51	arginine_and_proline_train_8211.csv	[0.00340878 0.0034088  0.00340882 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.01015965 0.00290276 0.        ]	"[1.5739019e-05 5.3845692e-05 2.3502957e-04 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.13940152622676524
52	arginine_and_proline_train_9140.csv	[0.00349259 0.00349261 0.00349265 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.04390935 0.02407932 0.        ]	"[2.5536894e-04 5.0151453e-04 5.5524358e-04 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.21822910468016246
53	ascorbate_and_aldara_train_1853.csv	"[5.24518779e-04 5.24521374e-04 5.24523970e-04 ... 0.00000000e+00
 0.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 0. 0. 0.]	[0.00304669 0.00305593 0.0030789  ... 0.03082242 0.03089038 0.03097571]	0.0005336613577619629
54	ascorbate_and_aldara_train_5955.csv	"[5.24518779e-04 5.24521374e-04 5.24523970e-04 ... 0.00000000e+00
 0.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 0. 0. 0.]	[0.00304669 0.00305593 0.0030789  ... 0.03082242 0.03089038 0.03097571]	0.0005336613577619629
55	ascorbate_and_aldara_train_6755.csv	"[5.34410071e-04 5.34412715e-04 5.34415359e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.05555556 0.03703704 0.        ]	[0.00304669 0.00305593 0.00307907 ... 0.2947422  0.9989761  1.        ]	0.07252046936294651
56	ascorbate_and_aldara_train_8171.csv	"[5.49246641e-04 5.49249359e-04 5.49252077e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.01801802 0.00900901 0.        ]	"[4.9430702e-05 1.1725127e-04 1.6669187e-04 ... 9.9999774e-01 9.9999785e-01
 9.9999809e-01]"	0.17591412478747023
57	ascorbate_and_aldara_train_8501.csv	"[5.24518779e-04 5.24521374e-04 5.24523970e-04 ... 0.00000000e+00
 0.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 0. 0. 0.]	[0.00304669 0.00305593 0.0030789  ... 0.03082242 0.03089038 0.03097571]	0.0005336613577619629
58	ascorbate_and_aldara_train_9303.csv	"[5.49246641e-04 5.49249359e-04 5.49252077e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.04504505 0.02702703 0.        ]	[0.00304669 0.00305593 0.0030789  ... 0.99998856 0.9999887  0.99998987]	0.09997629168934695
59	beta_alanine_metabol_train_2705.csv	"[8.75804057e-04 8.75808391e-04 8.70864630e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         0.99435028 ... 0.07344633 0.03954802 0.        ]	"[2.6319813e-05 3.9145735e-04 1.6206593e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.1862928043985883
60	beta_alanine_metabol_train_3310.csv	"[8.65916536e-04 8.65920820e-04 8.65925105e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.01142857 0.00571429 0.        ]	[0.00127172 0.00193829 0.00197302 ... 0.9999993  0.9999994  0.99999964]	0.13630711007727186
61	beta_alanine_metabol_train_7014.csv	"[8.60972701e-04 8.60976961e-04 8.60981222e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.01724138 0.00574713 0.        ]	[0.00198852 0.0019907  0.00200619 ... 0.99999595 0.9999993  0.9999994 ]	0.11036988726285679
62	beta_alanine_metabol_train_7183.csv	"[8.36252796e-04 8.36256934e-04 8.36261072e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.02366864 0.00591716 0.        ]	"[7.0988754e-04 1.9713636e-03 2.0768987e-03 ... 9.9727434e-01 9.9999905e-01
 9.9999928e-01]"	0.04349416479406323
63	beta_alanine_metabol_train_7581.csv	"[8.85691384e-04 8.80747745e-04 8.80752103e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         0.99441341 0.99441341 ... 0.03351955 0.02234637 0.        ]	[0.00174934 0.0018222  0.00193829 ... 0.9999995  0.99999976 1.        ]	0.22501878860188043
64	beta_alanine_metabol_train_7864.csv	"[8.80747745e-04 8.80752103e-04 8.80756461e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.08426966 0.0505618  0.        ]	[0.00127172 0.00193829 0.00197302 ... 0.9999945  0.9999999  1.        ]	0.18845252719701053
65	beta_alanine_metabol_train_7979.csv	"[8.41196875e-04 8.41201037e-04 8.41205200e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.03529412 0.01764706 0.        ]	"[3.3420434e-05 3.7066685e-04 5.8383134e-04 ... 9.9972707e-01 9.9997640e-01
 9.9999976e-01]"	0.05619644481711834
66	beta_alanine_metabol_train_8672.csv	"[8.75804057e-04 8.70860321e-04 8.70868939e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         0.99435028 0.99435028 ... 0.0960452  0.04519774 0.        ]	[0.00137755 0.00229707 0.00231497 ... 0.9998815  0.9999999  1.        ]	0.24435015293645385
67	citrate_cycle__tca_c_train_2573.csv	[0.00173175 0.00173176 0.00173176 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.04       0.01714286 0.        ]	"[5.6063902e-05 2.0585091e-04 2.6173750e-04 ... 9.9999964e-01 9.9999976e-01
 1.0000000e+00]"	0.17538972076776319
68	biosynthesis_of_unsa_train_3280.csv	[0.00177134 0.00177135 0.00177136 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.03910615 0.03072626 0.        ]	"[2.5987654e-04 1.1378343e-03 1.1991618e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.181780275564415
69	biosynthesis_of_unsa_train_3803.csv	[0.00176146 0.00176147 0.00176148 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.03932584 0.02247191 0.        ]	[0.00189415 0.0019713  0.00198956 ... 0.9999995  0.9999999  1.        ]	0.1757977546815427
70	biosynthesis_of_unsa_train_4552.csv	[0.00179109 0.0017911  0.00179112 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.05801105 0.02762431 0.        ]	"[2.5987654e-04 6.3333783e-04 1.0378304e-03 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.19206562274514272
71	biosynthesis_of_unsa_train_4673.csv	[0.00175652 0.00175653 0.00175654 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.05070423 0.03661972 0.        ]	[0.00192471 0.00195885 0.0019625  ... 0.999998   0.9999999  1.        ]	0.17479587519215892
72	biosynthesis_of_unsa_train_4693.csv	[0.00186024 0.00186024 0.00186025 ... 0.96296296 0.90909091 1.        ]	[1.         1.         1.         ... 0.06914894 0.02659574 0.        ]	"[1.5739019e-05 8.3124636e-05 8.4608124e-05 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.29425817436019974
73	biosynthesis_of_unsa_train_5667.csv	[0.00180591 0.00180592 0.00180593 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.08767123 0.07671233 0.        ]	"[1.5739019e-05 3.2487416e-05 8.1115169e-05 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.2856051922017469
74	biosynthesis_of_unsa_train_6279.csv	[0.00175652 0.00175654 0.00175655 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.01690141 0.01408451 0.        ]	"[7.9288695e-04 1.0009264e-03 1.0112503e-03 ... 9.9999869e-01 9.9999893e-01
 9.9999988e-01]"	0.18427089363658222
75	biosynthesis_of_unsa_train_6470.csv	[0.00184542 0.00184543 0.00184544 ... 0.92592593 1.         1.        ]	[1.         1.         1.         ... 0.06702413 0.02144772 0.        ]	"[2.2532655e-05 9.2490511e-05 1.0988903e-04 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.3307149614856129
76	biosynthesis_of_unsa_train_9439.csv	[0.0017664  0.00176641 0.00176642 ... 1.         1.         1.        ]	[1.         1.         1.         ... 0.03081232 0.01960784 0.        ]	"[1.5739019e-05 6.1527149e-05 7.6181772e-05 ... 9.9999976e-01 9.9999988e-01
 1.0000000e+00]"	0.268955430302051
77	biotin_metabolism_train_3135.csv	"[1.48448711e-04 1.48449446e-04 1.48450180e-04 ... 0.00000000e+00
 0.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 0. 0. 0.]	[0.00304669 0.00305593 0.0030789  ... 0.03082242 0.03089038 0.03097571]	0.00015245064410397135
78	biotin_metabolism_train_6078.csv	"[1.48448711e-04 1.48449446e-04 1.48450180e-04 ... 0.00000000e+00
 0.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 0. 0. 0.]	[0.00304669 0.00305593 0.0030789  ... 0.03082242 0.03089038 0.03097571]	0.00015245064410397135
79	biotin_metabolism_train_6989.csv	"[1.58343725e-04 1.53396242e-04 1.53397001e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.      0.96875 0.96875 ... 0.125   0.03125 0.     ]	[0.00112428 0.00304669 0.0030789  ... 0.99959534 0.99999845 0.99999917]	0.21567618965877353
80	biotin_metabolism_train_7622.csv	"[1.58343725e-04 1.53396242e-04 1.53397001e-04 ... 8.16326531e-02
 1.00000000e+00 1.00000000e+00]"	[1.      0.96875 0.96875 ... 0.125   0.125   0.     ]	[0.00244314 0.00304669 0.0030789  ... 0.9974044  0.99742043 0.99999213]	0.14800394097361244
81	biotin_metabolism_train_7625.csv	"[1.48448711e-04 1.48449446e-04 1.48450180e-04 ... 0.00000000e+00
 0.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 0. 0. 0.]	[0.00304669 0.00305593 0.0030789  ... 0.03082242 0.03089038 0.03097571]	0.00015245064410397135
82	biotin_metabolism_train_7733.csv	"[1.58343725e-04 1.53396242e-04 1.48448711e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.      0.96875 0.9375  ... 0.15625 0.125   0.     ]	[0.00186722 0.00274659 0.00304669 ... 0.99672204 0.99895895 0.9999999 ]	0.19052755801207688
83	biotin_metabolism_train_8673.csv	"[1.58343725e-04 1.53396242e-04 1.48448711e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.      0.96875 0.9375  ... 0.15625 0.125   0.     ]	[0.00292645 0.00294528 0.00304669 ... 0.99631655 0.9978909  1.        ]	0.5650705852751793
84	biotin_metabolism_train_9514.csv	"[1.48448711e-04 1.48449446e-04 1.48450180e-04 ... 0.00000000e+00
 0.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 0. 0. 0.]	[0.00304669 0.00305593 0.0030789  ... 0.03082242 0.03089038 0.03097571]	0.00015245064410397135
85	butanoate_metabolism_train_1100.csv	"[7.32332479e-04 7.32336103e-04 7.32339726e-04 ... 8.88888889e-01
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.05405405 0.05405405 0.        ]	[0.00203915 0.0021206  0.00220017 ... 0.99909115 0.9991487  0.9999999 ]	0.10742008427721143
