	file_name	precision	recall	thresholds	average_precision
14	valine,_leucine_and__train_7204.csv	"[9.89653176e-06 9.89658073e-06 9.89662970e-06 ... 6.66666667e-01
 1.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 1. 1. 0.]	[0.0137422  0.01380942 0.01381142 ... 0.9945585  0.9946473  0.99987423]	1.0
15	valine,_leucine_and__train_6172.csv	"[9.89653176e-06 9.89658073e-06 9.89662970e-06 ... 6.66666667e-01
 1.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 1. 1. 0.]	[0.0137422  0.01380942 0.01381142 ... 0.9984174  0.99978703 0.99989784]	1.0
16	valine,_leucine_and__train_3704.csv	"[9.89653176e-06 9.89658073e-06 9.89662970e-06 ... 6.66666667e-01
 1.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 1. 1. 0.]	[0.01373085 0.01379802 0.01380002 ... 0.99116933 0.9966538  0.99979144]	1.0
17	valine,_leucine_and__(1)_train_1008.csv	"[1.88017357e-04 1.88018287e-04 1.88019218e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.07894737 0.02631579 0.        ]	[0.01402773 0.01406351 0.01408583 ... 0.99999714 0.99999774 0.9999981 ]	0.9074646881570557
18	valine,_leucine_and__(1)_train_3551.csv	"[1.28647274e-04 1.28647910e-04 1.28648547e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.15384615 0.07692308 0.        ]	[0.01403899 0.01404936 0.01407481 ... 0.99999726 0.99999774 0.99999785]	0.8647900103044703
19	valine,_leucine_and__(1)_train_8676.csv	"[2.07806601e-04 2.07807630e-04 2.07808658e-04 ... 5.00000000e-01
 0.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.02380952 0.         0.        ]	[0.01402465 0.01403501 0.01406042 ... 0.999998   0.9999981  0.9999989 ]	0.8075392039009963
20	valine,_leucine_and__(1)_train_9761.csv	"[2.67171985e-04 2.67173306e-04 2.67174628e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.25925926 0.12962963 0.        ]	[0.01489911 0.01490024 0.01495539 ... 0.9999981  0.9999989  0.99999905]	0.8796232162901287
21	valine,_leucine_and__(1)_train_7923.csv	"[6.92736656e-05 6.92740084e-05 6.92743512e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.35714286 0.21428571 0.        ]	[0.01401908 0.01402943 0.01405484 ... 0.9999882  0.9999887  0.9999906 ]	0.8464285714285714
22	valine,_leucine_and__(1)_train_9079.csv	"[1.28647274e-04 1.28647910e-04 1.28648547e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.23076923 0.11538462 0.        ]	[0.01378538 0.01378737 0.01378912 ... 0.99999607 0.99999726 0.99999964]	0.9523469749205042
23	valine,_leucine_and__(1)_train_9534.csv	"[1.28647274e-04 1.28647910e-04 1.28648547e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.15384615 0.03846154 0.        ]	[0.01403022 0.01404058 0.01406601 ... 0.9999987  0.9999993  0.9999994 ]	0.9563624781016086
24	valine,_leucine_and__(1)_train_5467.csv	"[1.48437693e-04 1.48438428e-04 1.48439162e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.2        0.06666667 0.        ]	[0.01405796 0.01407481 0.01408526 ... 0.99999833 0.99999857 0.99999905]	0.9363919692911629
25	valine,_leucine_and__(1)_train_6589.csv	"[2.27595454e-04 2.27596580e-04 2.27597706e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.2173913  0.08695652 0.        ]	[0.01378661 0.01378861 0.01379035 ... 0.9999988  0.9999989  0.99999917]	0.9846911899113213
26	ubiquinone_and_other_train_5916.csv	"[2.96893015e-05 2.96900360e-05 2.96901829e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.83333333 0.5        0.        ]	[0.0150622  0.01507006 0.01507066 ... 0.9999765  0.99999535 0.99999595]	0.9761904761904762
27	ubiquinone_and_other_train_2997.csv	"[8.90652601e-05 8.90661415e-05 8.90665822e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.27777778 0.16666667 0.        ]	[0.01416307 0.01420233 0.01422287 ... 0.9999939  0.9999951  0.99999917]	1.0000000000000002
28	ubiquinone_and_other_train_9396.csv	"[2.96893015e-05 2.96895953e-05 2.96897422e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.66666667 0.16666667 0.        ]	[0.0141929  0.01423224 0.01425282 ... 0.99985003 0.99999297 0.9999933 ]	1.0
29	ubiquinone_and_other_train_2366.csv	"[3.95855394e-05 3.95857353e-05 3.95859312e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.   1.   1.   ... 0.75 0.5  0.  ]	[0.02100394 0.02104452 0.02120217 ... 0.9999956  0.9999957  0.9999976 ]	1.0
30	ubiquinone_and_other_train_7545.csv	"[5.93777215e-05 5.93780153e-05 5.93783091e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.33333333 0.16666667 0.        ]	[0.01858337 0.01875897 0.02044146 ... 0.99999905 0.99999964 0.99999976]	1.0
31	ubiquinone_and_other_train_7233.csv	"[2.96893015e-05 2.96900360e-05 2.96901829e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.83333333 0.33333333 0.        ]	[0.0150622  0.01507006 0.01507066 ... 0.9999765  0.99999535 0.99999547]	0.976190476190476
32	ubiquinone_and_other_train_6291.csv	"[4.94816794e-05 4.94819243e-05 4.94821691e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.  1.  1.  ... 0.3 0.2 0. ]	[0.01500007 0.01500121 0.01504575 ... 0.9999944  0.9999989  0.99999905]	1.0
33	ubiquinone_and_other_train_5477.csv	"[3.95855394e-05 3.95857353e-05 3.95859312e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.   1.   1.   ... 0.75 0.5  0.  ]	[0.01858337 0.01875897 0.02052674 ... 0.9999945  0.99999535 0.9999993 ]	0.9722222222222222
34	tyrosine_metabolism_train_8180.csv	"[5.93777215e-05 5.93783091e-05 5.93786029e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.33333333 0.16666667 0.        ]	[0.01504283 0.01504834 0.01504904 ... 0.9999943  0.9999963  0.9999982 ]	0.9325396825396824
35	tyrosine_metabolism_train_1681.csv	"[1.28647274e-04 1.28648547e-04 1.28649184e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.19230769 0.07692308 0.        ]	[0.01419456 0.01423392 0.01425449 ... 0.99999845 0.9999989  0.99999905]	0.9553248912977419
36	tyrosine_metabolism_train_6010.csv	"[1.58332756e-04 1.58334323e-04 1.58335106e-04 ... 8.00000000e-01
 1.00000000e+00 1.00000000e+00]"	[1.     1.     1.     ... 0.125  0.0625 0.    ]	[0.01419622 0.01423557 0.01425616 ... 0.9999993  0.9999994  0.9999995 ]	0.8945121052569868
37	tyrosine_metabolism_train_5403.csv	"[1.28647274e-04 1.28648547e-04 1.28649184e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.23076923 0.15384615 0.        ]	[0.01504283 0.01504834 0.01504904 ... 0.99999344 0.9999958  0.99999964]	0.9300885284927839
38	tyrosine_metabolism_train_7807.csv	"[5.93777215e-05 5.93780153e-05 5.93783091e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.66666667 0.41666667 0.        ]	[0.01557191 0.01558462 0.01565103 ... 0.99987364 0.9999527  0.9999788 ]	1.0
39	tyrosine_metabolism_train_8918.csv	"[1.08856463e-04 1.08857540e-04 1.08858079e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.18181818 0.13636364 0.        ]	[0.01419456 0.01423392 0.01425449 ... 0.99999917 0.9999994  0.99999976]	0.9924242424242424
40	tyrosine_metabolism_train_2226.csv	"[9.89609104e-05 9.89618898e-05 9.89623795e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.   1.   1.   ... 0.15 0.1  0.  ]	[0.01504283 0.01504834 0.01504904 ... 0.9999902  0.99999285 0.9999945 ]	0.8755119047619048
41	thiamine_metabolism_train_6802.csv	"[1.97929656e-05 1.97935532e-05 1.97936512e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.  1.  1.  ... 1.  0.5 0. ]	[0.01588961 0.01589788 0.01589853 ... 0.9984798  0.99998593 0.9999869 ]	1.0
42	thiamine_metabolism_train_1501.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
43	thiamine_metabolism_train_5258.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
44	thiamine_metabolism_train_4084.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
45	thiamine_metabolism_train_3962.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
46	thiamine_metabolism_train_2100.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
47	thiamine_metabolism_train_8748.csv	"[9.89653176e-06 9.89658073e-06 9.89662970e-06 ... 6.66666667e-01
 1.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 1. 1. 0.]	[0.01634782 0.01642289 0.01931564 ... 0.99725866 0.99772686 0.9999695 ]	1.0
48	thiamine_metabolism_train_3773.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
49	taurine_and_hypotaur_train_4985.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
50	taurine_and_hypotaur_train_5698.csv	"[2.96893015e-05 2.96894484e-05 2.96895953e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.66666667 0.33333333 0.        ]	[0.01518428 0.0151956  0.01519821 ... 0.9999926  0.9999938  0.99999964]	1.0
51	taurine_and_hypotaur_train_1875.csv	"[9.89653176e-06 9.89658073e-06 9.89662970e-06 ... 6.66666667e-01
 1.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 1. 1. 0.]	[0.01516665 0.01517795 0.01518308 ... 0.99192315 0.99654406 0.9998579 ]	1.0
52	taurine_and_hypotaur_train_2505.csv	"[3.95855394e-05 3.95857353e-05 3.95859312e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.625 0.375 0.   ]	[0.01486106 0.01486407 0.01486668 ... 0.99999547 0.9999969  0.9999975 ]	1.0
53	taurine_and_hypotaur_train_3065.csv	"[1.97929656e-05 1.97930635e-05 1.97931615e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.   1.   1.   ... 1.   0.25 0.  ]	[0.01544015 0.0154482  0.01544882 ... 0.99916184 0.9999908  0.999992  ]	1.0
54	taurine_and_hypotaur_train_3206.csv	"[3.95855394e-05 3.95857353e-05 3.95859312e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.625 0.25  0.   ]	[0.01466595 0.01468452 0.01475899 ... 0.9999957  0.9999958  0.99999666]	1.0
55	sulfur_metabolism_train_8644.csv	"[9.89653176e-06 9.89658073e-06 9.89662970e-06 ... 0.00000000e+00
 0.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 0. 0. 0.]	[0.01564273 0.04197911 0.04201779 ... 0.99616337 0.99616635 0.99616915]	0.1
56	sulfur_metabolism_train_5877.csv	"[9.89653176e-06 9.89658073e-06 9.89662970e-06 ... 6.66666667e-01
 1.00000000e+00 1.00000000e+00]"	[1. 1. 1. ... 1. 1. 0.]	[0.01372773 0.01379489 0.01379688 ... 0.9959823  0.99605715 0.9999163 ]	1.0
57	sulfur_metabolism_train_9748.csv	"[5.93777215e-05 5.93780153e-05 5.93783091e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.33333333 0.08333333 0.        ]	[0.01566376 0.01863101 0.02033989 ... 0.9999932  0.9999939  0.9999962 ]	0.7627877237851662
58	sulfur_metabolism_train_4762.csv	"[3.95855394e-05 3.95857353e-05 3.95859312e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.625 0.5   0.   ]	[0.01391916 0.01398724 0.01398925 ... 0.99998415 0.99999404 0.9999982 ]	0.9548611111111112
59	sulfur_metabolism_train_9149.csv	"[3.95855394e-05 3.95857353e-05 3.95859312e-05 ... 7.50000000e-01
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.375 0.375 0.   ]	[0.01856786 0.04564451 0.04826579 ... 0.9999857  0.99998665 0.99998975]	0.9125
60	sulfur_metabolism_train_4864.csv	"[1.97929656e-05 1.97930635e-05 1.97931615e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.  1.  1.  ... 1.  0.5 0. ]	[0.01374376 0.01381099 0.01381298 ... 0.99342597 0.9997904  0.99996483]	1.0
61	sulfur_metabolism_train_5728.csv	"[5.93777215e-05 5.93780153e-05 5.93783091e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.25       0.16666667 0.        ]	[0.01566376 0.02033989 0.02442378 ... 0.99999523 0.99999785 0.999998  ]	1.0
62	steroid_biosynthesis_train_9054.csv	"[7.91695118e-05 7.91699036e-05 7.91702953e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.75  0.625 0.   ]	[0.03486036 0.03875377 0.03876712 ... 0.9999988  0.99999905 0.99999976]	1.0
63	steroid_biosynthesis_train_5609.csv	"[4.94816794e-05 4.94819243e-05 4.94821691e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.  1.  1.  ... 0.5 0.3 0. ]	[0.04944797 0.04978353 0.0500779  ... 0.99999785 0.999998   0.9999994 ]	1.0
64	steroid_biosynthesis_train_7878.csv	"[5.93777215e-05 5.93780153e-05 5.93783091e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.41666667 0.25       0.        ]	[0.01496204 0.01498703 0.01499142 ... 0.99999654 0.99999666 0.99999714]	1.0
65	steroid_biosynthesis_train_9585.csv	"[8.90652601e-05 8.90661415e-05 8.90665822e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.44444444 0.38888889 0.        ]	[0.01418552 0.01422485 0.01424542 ... 0.99999714 0.99999726 0.99999964]	1.0
66	steroid_biosynthesis_train_8131.csv	"[3.95855394e-05 3.95857353e-05 3.95859312e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.   1.   1.   ... 0.75 0.5  0.  ]	[0.01520347 0.0152148  0.01521994 ... 0.99998593 0.99998724 0.99999964]	1.0
67	steroid_biosynthesis_train_4516.csv	"[8.90652601e-05 8.90657008e-05 8.90661415e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.66666667 0.11111111 0.        ]	[0.01578672 0.01602555 0.01603749 ... 0.9999902  0.9999995  0.9999999 ]	1.0
68	steroid_biosynthesis_train_3268.csv	"[8.90652601e-05 8.90661415e-05 8.90665822e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.44444444 0.27777778 0.        ]	[0.01621833 0.0162269  0.01622821 ... 0.9999951  0.9999958  0.9999993 ]	1.0
69	steroid_biosynthesis_train_8821.csv	"[5.93777215e-05 5.93780153e-05 5.93783091e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.5        0.41666667 0.        ]	[0.01618919 0.01623053 0.01628081 ... 0.9999993  0.9999994  0.99999976]	1.0
70	sphingolipid_metabol_train_7417.csv	"[2.96853354e-04 2.96854823e-04 2.96856292e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.1        0.06666667 0.        ]	[0.01529977 0.01531118 0.01531635 ... 0.99999905 0.99999917 0.99999964]	0.9999999999999998
71	sphingolipid_metabol_train_7670.csv	"[1.88017357e-04 1.88018287e-04 1.88019218e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.10526316 0.02631579 0.        ]	[0.01525154 0.0152577  0.01526291 ... 0.9999924  0.9999964  0.99999726]	0.8347828936824706
72	sphingolipid_metabol_train_2299.csv	"[5.93777215e-05 5.93780153e-05 5.93783091e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.33333333 0.16666667 0.        ]	[0.0151599  0.01517121 0.01517634 ... 0.999987   0.99999154 0.9999951 ]	0.8596491228070176
73	sphingolipid_metabol_train_7532.csv	"[9.89609104e-05 9.89614001e-05 9.89618898e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.  1.  1.  ... 0.2 0.1 0. ]	[0.01373986 0.01380707 0.01380907 ... 0.99998677 0.99998856 0.99999845]	1.0
74	sphingolipid_metabol_train_6402.csv	"[1.58332756e-04 1.58333539e-04 1.58334323e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.      1.      1.      ... 0.09375 0.0625  0.     ]	[0.01435468 0.01436337 0.01436848 ... 0.9999924  0.9999962  0.9999969 ]	0.8961873973727423
75	sphingolipid_metabol_train_5576.csv	"[7.91695118e-05 7.91699036e-05 7.91702953e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.     1.     1.     ... 0.1875 0.0625 0.    ]	[0.01435908 0.01436778 0.01437288 ... 0.99999726 0.9999974  0.99999857]	0.8201871657754011
76	sphingolipid_metabol_train_3883.csv	"[9.89609104e-05 9.89614001e-05 9.89618898e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.  1.  1.  ... 0.2 0.1 0. ]	[0.01472782 0.01474647 0.01482125 ... 0.99998915 0.9999933  0.99999404]	1.0
77	sphingolipid_metabol_train_7075.csv	"[1.58332756e-04 1.58333539e-04 1.58334323e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.     1.     1.     ... 0.125  0.0625 0.    ]	[0.01436382 0.01437252 0.01437763 ... 0.99999785 0.9999982  0.99999857]	0.9905637254901961
78	sphingolipid_metabol_train_8777.csv	"[2.07806601e-04 2.07807630e-04 2.07808658e-04 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.14285714 0.07142857 0.        ]	[0.01380864 0.01381063 0.01381238 ... 0.9999989  0.99999905 0.99999964]	1.0
79	synthesis_and_degrad_train_2073.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
80	synthesis_and_degrad_train_5068.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
81	synthesis_and_degrad_train_2802.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
82	synthesis_and_degrad_train_3351.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
83	synthesis_and_degrad_train_2698.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
84	synthesis_and_degrad_train_3187.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
85	synthesis_and_degrad_train_6205.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
86	terpenoid_backbone_b_train_6621.csv	"[3.95855394e-05 3.95865188e-05 3.95867147e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.875 0.25  0.   ]	[0.01696927 0.01697348 0.01697486 ... 0.9999838  0.99999905 0.99999917]	1.0
87	terpenoid_backbone_b_train_6459.csv	"[3.95855394e-05 3.95865188e-05 3.95867147e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.375 0.125 0.   ]	[0.01696927 0.01697348 0.01697486 ... 0.9999875  0.9999968  0.999997  ]	1.0
88	terpenoid_backbone_b_train_4588.csv	"[3.95855394e-05 3.95857353e-05 3.95859312e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.25  0.125 0.   ]	[0.0164314  0.01650685 0.01696927 ... 0.99999726 0.9999975  0.9999981 ]	1.0
89	terpenoid_backbone_b_train_8657.csv	"[2.96893015e-05 2.96894484e-05 2.96895953e-05 ... 5.00000000e-01
 0.00000000e+00 1.00000000e+00]"	[1.         1.         1.         ... 0.16666667 0.         0.        ]	[0.0164974  0.01657314 0.0168233  ... 0.9999293  0.99993217 0.9999715 ]	0.761904761904762
90	terpenoid_backbone_b_train_8942.csv	[0. 0. 0. ... 0. 0. 1.]	[1. 1. 1. ... 1. 1. 0.]	[0.04978353 0.0500779  0.05021047 ... 0.15894184 0.15906404 0.15910637]	-0.0
91	terpenoid_backbone_b_train_1198.csv	"[3.95855394e-05 3.95859312e-05 3.95861270e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.    1.    1.    ... 0.625 0.375 0.   ]	[0.01473711 0.01474253 0.01474321 ... 0.9999881  0.99999344 0.99999607]	1.0
92	terpenoid_backbone_b_train_8661.csv	"[1.97929656e-05 1.97934553e-05 1.97935532e-05 ... 1.00000000e+00
 1.00000000e+00 1.00000000e+00]"	[1.   1.   1.   ... 1.   0.75 0.  ]	[0.01678236 0.01678651 0.01678788 ... 0.99371344 0.9998448  0.99989414]	1.0
